player;nationality;position;squad;age;value;height;league;games;minutes;goals;assists;saves;Pts/G;CL
Patrick Cutrone;it ITA;FW;Fiorentina;21;15000000;183;Serie A;19;838;4;1;0;1.29;0
Bartłomiej Drągowski;pl POL;GK;Fiorentina;21;15000000;191;Serie A;31;2790;0;0;0;1.29;0
Alfred Duncan;gh GHA;MF;Fiorentina;26;13000000;178;Serie A;13;887;1;1;0;1.29;0
Valentin Eysseric;fr FRA;MF;Fiorentina;27;1000000;181;Serie A;3;42;0;0;0;1.29;0
Rachid Ghezzal;dz ALG;MF_FW;Fiorentina;27;5000000;182;Serie A;19;828;1;0;0;1.29;0
Dalbert Henrique;br BRA;DF;Fiorentina;25;9000000;181;Serie A;31;2484;0;5;0;1.29;0
Igor;br BRA;DF;Fiorentina;21;5000000;185;Serie A;9;611;0;0;0;1.29;0
Christian KouamĂ©;ci CIV;FW;Fiorentina;21;17000000;185;Serie A;7;301;1;1;0;1.29;0
Pol Lirola;es ESP;DF;Fiorentina;21;9000000;183;Serie A;35;2648;0;2;0;1.29;0
Nikola MilenkoviÄ‡;rs SRB;DF;Fiorentina;21;24000000;195;Serie A;37;3258;5;0;0;1.29;0
Maximiliano Olivera;uy URU;DF;Fiorentina;27;80000;182;Serie A;1;9;0;0;0;1.29;0
Pedro;br BRA;FW;Fiorentina;22;12000000;185;Serie A;4;63;0;0;0;1.29;0
GermĂˇn Pezzella;ar ARG;DF;Fiorentina;28;14000000;187;Serie A;33;2830;3;1;0;1.29;0
Erick Pulgar;cl CHI;MF;Fiorentina;25;12000000;187;Serie A;37;2950;7;6;0;1.29;0
Luca Ranieri;it ITA;DF;Fiorentina;20;1000000;179;Serie A;3;232;0;0;0;1.29;0
Franck RibĂ©ry;fr FRA;FW;Fiorentina;36;3000000;170;Serie A;21;1409;3;3;0;1.29;0
Riccardo Sottil;it ITA;FW_DF;Fiorentina;20;3000000;180;Serie A;18;514;0;0;0;1.29;0
Pietro Terracciano;it ITA;GK;Fiorentina;29;40000;193;Serie A;7;624;0;0;16;1.29;0
Lorenzo Venuti;it ITA;DF;Fiorentina;24;1000000;179;Serie A;16;858;0;1;0;1.29;0
DuĹˇan VlahoviÄ‡;rs SRB;FW;Fiorentina;19;16000000;190;Serie A;30;1499;6;0;0;1.29;0
Szymon Ĺ»urkowski;pl POL;MF;Fiorentina;21;2600000;185;Serie A;2;12;0;0;0;1.29;0
Amir Abrashi;al ALB;MF;Freiburg;29;1000000;172;Bundesliga;13;663;0;0;0;1.41;0
Brandon Borrello;au AUS;MF_FW;Freiburg;24;95000;178;Bundesliga;7;298;0;0;0;1.41;0
Kwon Chang-hoon;kr KOR;MF_FW;Freiburg;25;2800000;173;Bundesliga;23;676;2;0;0;1.41;0
Mark Flekken;nl NED;GK;Freiburg;26;95000;194;Bundesliga;10;900;0;0;54;1.41;0
Mike Frantz;de GER;MF_DF;Freiburg;32;65000;182;Bundesliga;18;350;0;1;0;1.41;0
JĂ©rĂ´me Gondorf;de GER;MF;Freiburg;31;60000;176;Bundesliga;2;120;0;0;0;1.41;0
Vincenzo Grifo;it ITA;MF_FW;Freiburg;26;5000000;180;Bundesliga;26;1618;4;8;0;1.41;0
Manuel Gulde;de GER;DF;Freiburg;28;2000000;184;Bundesliga;17;1371;1;0;0;1.41;0
Christian GĂĽnter;de GER;DF;Freiburg;26;9000000;185;Bundesliga;34;3029;2;8;0;1.41;0
Janik Haberer;de GER;MF_FW;Freiburg;25;8000000;186;Bundesliga;26;1721;2;2;0;1.41;0
Dominique Heintz;de GER;DF;Freiburg;25;8000000;188;Bundesliga;28;2434;0;1;0;1.41;0
Nicolas HĂ¶fler;de GER;MF;Freiburg;29;3000000;181;Bundesliga;32;2783;1;0;0;1.41;0
Lucas HĂ¶ler;de GER;FW_MF;Freiburg;25;3000000;184;Bundesliga;34;2485;8;2;0;1.41;0
Yannik Keitel;de GER;MF;Freiburg;19;45000;186;Bundesliga;3;174;0;0;0;1.41;0
Robin Koch;de GER;DF_MF;Freiburg;23;14000000;191;Bundesliga;32;2705;1;0;0;1.41;0
Lukas KĂĽbler;de GER;DF;Freiburg;26;2000000;181;Bundesliga;5;209;0;0;0;1.41;0
Philipp Lienhart;at AUT;DF;Freiburg;23;9000000;189;Bundesliga;22;1817;0;1;0;1.41;0
Nils Petersen;de GER;FW_MF;Freiburg;30;6000000;188;Bundesliga;34;2436;11;2;0;1.41;0
Roland Sallai;hu HUN;MF_FW;Freiburg;22;3000000;182;Bundesliga;21;1162;2;0;0;1.41;0
Nico Schlotterbeck;de GER;DF;Freiburg;19;4000000;191;Bundesliga;13;373;0;0;0;1.41;0
Jonathan Schmid;fr FRA;DF;Freiburg;29;4000000;180;Bundesliga;33;2836;5;1;0;1.41;0
Alexander Schwolow;de GER;GK;Freiburg;27;7000000;190;Bundesliga;24;2091;0;0;83;1.41;0
Lino Tempelmann;de GER;MF;Freiburg;20;52500;174;Bundesliga;1;33;0;0;0;1.41;0
Niclas Thiede;de GER;GK;Freiburg;20;20000;186;Bundesliga;1;69;0;0;3;1.41;0
Luca Waldschmidt;de GER;FW_MF;Freiburg;23;16000000;181;Bundesliga;23;1268;7;1;0;1.41;0
Kevin Agudelo;co COL;MF_FW;Genoa;20;2000000;178;Serie A;10;666;1;1;0;1.03;0
Peter Ankersen;dk DEN;DF;Genoa;28;2000000;180;Serie A;19;1063;0;1;0;1.03;0
Antonio Barreca;it ITA;DF_MF;Genoa;24;3000000;183;Serie A;18;1095;0;1;0;1.03;0
Valon Behrami;ch SUI;MF;Genoa;34;47500;184;Serie A;17;1107;0;0;0;1.03;0
Davide Biraschi;it ITA;DF;Genoa;25;3000000;182;Serie A;24;1971;0;1;0;1.03;0
Francesco Cassata;it ITA;MF;Genoa;22;2000000;183;Serie A;24;1458;2;0;0;1.03;0
Denilho Cleonise;nl NED;FW;Genoa;17;1000000;0;Serie A;4;47;0;0;0;1.03;0
Domenico Criscito;it ITA;DF;Genoa;32;2000000;183;Serie A;26;2053;8;0;0;1.03;0
Mattia Destro;it ITA;FW_MF;Genoa;28;2000000;182;Serie A;8;150;0;0;0;1.03;0
Iago Falque;es ESP;MF;Genoa;29;6000000;174;Serie A;10;519;2;1;0;1.03;0
Andrea Favilli;it ITA;FW;Genoa;22;4000000;191;Serie A;20;658;0;0;0;1.03;0
Paolo Ghiglione;it ITA;DF;Genoa;22;3000000;191;Serie A;25;1717;0;5;0;1.03;0
Edoardo Goldaniga;it ITA;DF;Genoa;25;1000000;193;Serie A;13;784;1;0;0;1.03;0
Filip JagieĹ‚Ĺ‚o;pl POL;MF;Genoa;21;1400000;180;Serie A;11;553;0;2;0;1.03;0
Christian KouamĂ©;ci CIV;FW;Genoa;21;17000000;185;Serie A;11;915;5;2;0;1.03;0
Lukas Lerager;dk DEN;MF;Genoa;26;4000000;188;Serie A;21;1387;1;1;0;1.03;0
Andrea Masiello;it ITA;DF;Genoa;33;1000000;184;Serie A;15;1324;0;1;0;1.03;0
Marko PajaÄŤ;hr CRO;DF;Genoa;26;1100000;185;Serie A;11;759;0;0;0;1.03;0
Goran Pandev;mk MKD;FW_MF;Genoa;36;32500;184;Serie A;34;1685;9;1;0;1.03;0
Mattia Perin;it ITA;GK;Genoa;26;8000000;188;Serie A;21;1890;0;0;63;1.03;0
Andrea Pinamonti;it ITA;FW;Genoa;20;13000000;185;Serie A;32;2236;5;1;0;1.03;0
Ivan RadovanoviÄ‡;rs SRB;MF;Genoa;30;1900000;187;Serie A;19;1318;0;1;0;1.03;0
IonuČ› Radu;ro ROU;GK;Genoa;22;9000000;188;Serie A;17;1530;0;1;61;1.03;0
Cristian Romero;ar ARG;DF;Genoa;21;13000000;185;Serie A;30;2577;1;1;0;1.03;0
NicolĂ˛ Rovella;it ITA;MF;Genoa;17;80000;179;Serie A;2;105;0;0;0;1.03;0
Antonio Sanabria;py PAR;FW;Genoa;23;6000000;181;Serie A;24;1387;6;2;0;1.03;0
Riccardo Saponara;it ITA;MF_FW;Genoa;27;2000000;184;Serie A;4;168;0;0;0;1.03;0
Lasse SchĂ¶ne;dk DEN;MF;Genoa;33;2000000;178;Serie A;32;2427;2;3;0;1.03;0
Adama Soumaoro;fr FRA;DF;Genoa;27;8000000;186;Serie A;8;637;1;0;0;1.03;0
Stefano Sturaro;it ITA;MF;Genoa;26;8000000;181;Serie A;16;1252;1;2;0;1.03;0
Jawad El Yamiq;ma MAR;DF;Genoa;27;65000;190;Serie A;3;197;0;0;0;1.03;0
CristiĂˇn Zapata;co COL;DF;Genoa;32;1000000;187;Serie A;20;1718;1;0;0;1.03;0
Amath;sn SEN;MF;Getafe;23;2000000;173;La Liga;7;66;0;0;0;1.42;0
Vitorino Antunes;pt POR;MF;Getafe;32;1000000;175;La Liga;1;6;0;0;0;1.42;0
Mauro Arambarri;uy URU;MF;Getafe;23;20000000;175;La Liga;35;3069;1;1;0;1.42;0
Erick Cabaco;uy URU;DF;Getafe;24;4000000;185;La Liga;4;267;0;0;0;1.42;0
Leandro Cabrera;uy URU;DF;Getafe;28;8000000;190;La Liga;18;1530;2;0;0;1.42;0
Chema;es ESP;DF;Getafe;27;1000000;189;La Liga;4;309;0;0;0;1.42;0
Marc Cucurella;es ESP;MF_DF;Getafe;21;18000000;175;La Liga;37;3237;1;5;0;1.42;0
Deyverson;br BRA;FW;Getafe;28;3000000;187;La Liga;5;204;0;1;0;1.42;0
DjenĂ©;tg TOG;DF;Getafe;27;25000000;178;La Liga;34;3060;0;0;0;1.42;0
Hugo Duro;es ESP;FW_MF;Getafe;19;1800000;182;La Liga;12;378;1;1;0;1.42;0
Oghenekaro Etebo;ng NGA;MF;Getafe;23;4000000;174;La Liga;10;572;1;0;0;1.42;0
Xabier Etxeita;es ESP;DF;Getafe;31;1000000;186;La Liga;17;1446;0;0;0;1.42;0
FayĂ§al Fajr;ma MAR;MF;Getafe;30;3000000;179;La Liga;10;403;0;0;0;1.42;0
Enric Gallego;es ESP;FW;Getafe;32;1000000;190;La Liga;5;164;0;0;0;1.42;0
Bruno GonzĂˇlez;es ESP;DF;Getafe;29;1000000;184;La Liga;2;180;0;0;0;1.42;0
Jason;es ESP;MF;Getafe;25;3000000;178;La Liga;20;1175;1;4;0;1.42;0
Kenedy;br BRA;MF_DF;Getafe;23;10000000;182;La Liga;19;586;1;3;0;1.42;0
Nemanja MaksimoviÄ‡;rs SRB;MF;Getafe;24;20000000;189;La Liga;35;2895;2;0;0;1.42;0
Jaime Mata;es ESP;FW;Getafe;30;8000000;186;La Liga;34;2747;11;3;0;1.42;0
Jorge Molina;es ESP;FW;Getafe;37;1000000;188;La Liga;34;1886;5;3;0;1.42;0
Allan Nyom;cm CMR;DF_MF;Getafe;31;3000000;189;La Liga;34;2422;2;0;0;1.42;0
MathĂ­as Olivera;uy URU;DF;Getafe;21;8000000;185;La Liga;24;1870;0;1;0;1.42;0
Francisco Portillo;es ESP;MF;Getafe;29;2000000;169;La Liga;16;376;0;2;0;1.42;0
Florent Poulolo;fr FRA;MF_DF;Getafe;22;15000;189;La Liga;1;1;0;0;0;1.42;0
Ăngel RodrĂ­guez;es ESP;FW;Getafe;32;6000000;171;La Liga;32;1407;10;3;0;1.42;0
David Soria;es ESP;GK;Getafe;26;14000000;192;La Liga;38;3420;0;0;70;1.42;0
DamiĂˇn SuĂˇrez;uy URU;DF;Getafe;31;3000000;173;La Liga;30;2592;1;4;0;1.42;0
David Timor;es ESP;MF_DF;Getafe;29;1000000;185;La Liga;22;943;3;0;0;1.42;0
Ramon Azeez;ng NGA;MF;Granada;26;80000;170;La Liga;25;1361;2;0;0;1.47;0
Gil BastiĂŁo Dias;pt POR;DF_MF;Granada;22;3200000;186;La Liga;12;356;0;1;0;1.47;0
Yan Brice Eteki;cm CMR;MF;Granada;21;1500000;182;La Liga;28;1499;0;0;0;1.47;0
Antonio CortĂ©s;es ESP;FW_MF;Granada;19;1300000;182;La Liga;8;181;1;0;0;1.47;0
VĂ­ctor DĂ­az;es ESP;DF;Granada;31;1000000;183;La Liga;36;2884;1;5;0;1.47;0
Domingos Duarte;pt POR;DF;Granada;24;4000000;192;La Liga;36;3087;3;1;0;1.47;0
AarĂłn Escandell;es ESP;GK;Granada;23;30000;185;La Liga;3;270;0;0;10;1.47;0
Carlos FernĂˇndez;es ESP;FW_MF;Granada;23;3000000;185;La Liga;34;2201;10;3;0;1.47;0
Dimitri Foulquier;fr FRA;DF;Granada;26;2000000;183;La Liga;17;1119;1;0;0;1.47;0
JosĂ© Antonio MartĂ­nez Gil;es ESP;DF;Granada;26;1200000;191;La Liga;20;1191;0;1;0;1.47;0
Maxime Gonalons;fr FRA;MF;Granada;30;2000000;187;La Liga;19;1506;0;0;0;1.47;0
Yangel Herrera;ve VEN;MF;Granada;21;9000000;184;La Liga;30;2368;2;3;0;1.47;0
Darwin MachĂ­s;ve VEN;FW_MF;Granada;26;3000000;171;La Liga;36;2129;7;5;0;1.47;0
Ălex MartĂ­nez;es ESP;DF;Granada;28;72500;176;La Liga;1;15;0;0;0;1.47;0
Ăngel Montoro;es ESP;MF;Granada;31;1000000;180;La Liga;15;973;2;5;0;1.47;0
Carlos Neva;es ESP;DF;Granada;23;80000;174;La Liga;26;2205;0;1;0;1.47;0
Antonio Puertas;es ESP;FW_MF;Granada;27;2000000;183;La Liga;36;2563;7;3;0;1.47;0
Quini;es ESP;DF;Granada;29;400;178;La Liga;10;718;0;0;0;1.47;0
AdriĂˇn Ramos;co COL;FW;Granada;33;80000;185;La Liga;7;226;0;0;0;1.47;0
GermĂˇn SĂˇnchez;es ESP;DF;Granada;32;65000;187;La Liga;28;2293;2;0;0;1.47;0
Rui Silva;pt POR;GK;Granada;25;10000000;191;La Liga;35;3150;0;0;97;1.47;0
Roberto Soldado;es ESP;FW;Granada;34;80000;180;La Liga;33;2347;7;4;0;1.47;0
Ălvaro Vadillo;es ESP;FW_MF;Granada;24;2000000;180;La Liga;22;1218;3;1;0;1.47;0
JesĂşs Vallejo;es ESP;DF;Granada;22;6000000;184;La Liga;11;629;0;0;0;1.47;0
Fede Vico;es ESP;MF_FW;Granada;25;1000000;177;La Liga;18;876;2;1;0;1.47;0
Claud Adjapong;it ITA;DF;Hellas_Verona;21;2000000;180;Serie A;5;231;0;0;0;1.29;0
Emmanuel Agyemang-Badu;gh GHA;MF_FW;Hellas_Verona;28;850;173;Serie A;10;230;0;0;0;1.29;0
Sofyan Amrabat;ma MAR;MF;Hellas_Verona;22;14000000;185;Serie A;34;2919;1;1;0;1.29;0
Salvatore Bocchetti;it ITA;DF;Hellas_Verona;32;80000;186;Serie A;5;303;0;0;0;1.29;0
Fabio Borini;it ITA;FW_MF;Hellas_Verona;28;4000000;180;Serie A;14;808;3;0;0;1.29;0
Andrea Danzi;it ITA;MF;Hellas_Verona;20;45000;175;Serie A;1;1;0;0;0;1.29;0
PaweĹ‚ Dawidowicz;pl POL;DF;Hellas_Verona;24;1600000;189;Serie A;15;693;1;0;0;1.29;0
Samuel Di Carmine;it ITA;FW;Hellas_Verona;30;1000000;187;Serie A;22;1293;8;0;0;1.29;0
Federico Dimarco;it ITA;DF;Hellas_Verona;21;4000000;175;Serie A;13;521;0;3;0;1.29;0
Alan Empereur;br BRA;DF;Hellas_Verona;25;40000;186;Serie A;13;855;0;0;0;1.29;0
Valentin Eysseric;fr FRA;MF_FW;Hellas_Verona;27;1000000;181;Serie A;6;353;0;0;0;1.29;0
Davide Faraoni;it ITA;DF;Hellas_Verona;27;3000000;180;Serie A;36;3228;5;3;0;1.29;0
Lucas Felippe;br BRA;MF_DF;Hellas_Verona;19;7500;178;Serie A;2;28;0;0;0;1.29;0
Koray GĂĽnter;de GER;DF;Hellas_Verona;24;2000000;184;Serie A;32;2733;0;0;0;1.29;0
Liam Henderson;sco SCO;MF;Hellas_Verona;23;1000000;183;Serie A;4;196;0;0;0;1.29;0
Marash Kumbulla;al ALB;DF;Hellas_Verona;19;22000000;191;Serie A;25;1950;1;0;0;1.29;0
Darko LazoviÄ‡;rs SRB;DF;Hellas_Verona;28;4000000;181;Serie A;38;3239;3;7;0;1.29;0
Matteo Lovato;it ITA;DF;Hellas_Verona;19;15000;188;Serie A;1;9;0;0;0;1.29;0
Giampaolo Pazzini;it ITA;FW;Hellas_Verona;34;32500;180;Serie A;15;307;4;0;0;1.29;0
Matteo Pessina;it ITA;MF_FW;Hellas_Verona;22;6000000;187;Serie A;35;2489;7;0;0;1.29;0
Boris RadunoviÄ‡;rs SRB;GK;Hellas_Verona;23;47500;194;Serie A;3;270;0;0;7;1.29;0
Amir Rrahmani;xk KVX;DF;Hellas_Verona;25;9000000;192;Serie A;36;3228;0;1;0;1.29;0
Eddy Salcedo;it ITA;FW_MF;Hellas_Verona;17;10000000;178;Serie A;17;680;1;0;0;1.29;0
Marco Silvestri;it ITA;GK;Hellas_Verona;28;4000000;191;Serie A;35;3150;0;0;108;1.29;0
Mariusz StÄ™piĹ„ski;pl POL;FW;Hellas_Verona;24;3000000;183;Serie A;21;706;3;1;0;1.29;0
Gennaro Tutino;it ITA;FW;Hellas_Verona;22;2000000;177;Serie A;6;225;0;0;0;1.29;0
Miguel Veloso;pt POR;MF;Hellas_Verona;33;80000;180;Serie A;34;2811;3;4;0;1.29;0
Valerio Verre;it ITA;FW_MF;Hellas_Verona;25;3000000;181;Serie A;32;1774;3;2;0;1.29;0
Luigi Vitale;it ITA;DF;Hellas_Verona;31;32500;180;Serie A;2;41;0;0;0;1.29;0
Mattia Zaccagni;it ITA;FW_MF;Hellas_Verona;24;5000000;177;Serie A;34;2114;2;5;0;1.29;0
Santiago AscacĂ­bar;ar ARG;MF;Hertha_BSC;22;8000000;168;Bundesliga;8;634;0;1;0;1.21;0
Dedryck Boyata;be BEL;DF;Hertha_BSC;28;8000000;188;Bundesliga;28;2436;4;1;0;1.21;0
Per Ciljan Skjelbred;no NOR;MF;Hertha_BSC;32;1000000;175;Bundesliga;24;1628;0;0;0;1.21;0
Matheus Cunha;br BRA;FW_MF;Hertha_BSC;20;13000000;184;Bundesliga;11;744;6;0;0;1.21;0
VladimĂ­r Darida;cz CZE;MF;Hertha_BSC;28;5500000;172;Bundesliga;28;2256;3;4;0;1.21;0
JavairĂ´ Dilrosun;nl NED;MF_FW;Hertha_BSC;21;14000000;175;Bundesliga;23;1309;4;2;0;1.21;0
Ondrej Duda;sk SVK;MF_FW;Hertha_BSC;24;10000000;181;Bundesliga;7;447;0;1;0;1.21;0
Alexander Esswein;de GER;FW_MF;Hertha_BSC;29;80000;182;Bundesliga;7;213;0;0;0;1.21;0
Marko GrujiÄ‡;rs SRB;MF;Hertha_BSC;23;14500000;191;Bundesliga;29;2415;4;1;0;1.21;0
Vedad IbiĹˇeviÄ‡;ba BIH;FW;Hertha_BSC;34;750;188;Bundesliga;25;1257;7;2;0;1.21;0
Rune Jarstein;no NOR;GK;Hertha_BSC;34;80000;192;Bundesliga;29;2547;0;0;94;1.21;0
Salomon Kalou;ci CIV;FW_MF;Hertha_BSC;33;1000000;184;Bundesliga;5;146;1;0;0;1.21;0
Lukas KlĂĽnter;de GER;DF;Hertha_BSC;23;4000000;184;Bundesliga;23;1878;0;2;0;1.21;0
Pascal KĂ¶pke;de GER;FW;Hertha_BSC;23;65000;178;Bundesliga;4;121;0;0;0;1.21;0
Thomas Kraft;de GER;GK;Hertha_BSC;31;60000;187;Bundesliga;4;360;0;0;11;1.21;0
Mathew Leckie;au AUS;DF_FW;Hertha_BSC;28;2000000;181;Bundesliga;7;195;0;0;0;1.21;0
Eduard LĂ¶wen;de GER;MF;Hertha_BSC;22;5000000;188;Bundesliga;7;314;0;0;0;1.21;0
Dodi Lukebakio;be BEL;FW_MF;Hertha_BSC;21;17000000;187;Bundesliga;30;2031;7;6;0;1.21;0
Arne Maier;de GER;MF;Hertha_BSC;20;15000000;186;Bundesliga;14;535;0;0;0;1.21;0
Maximilian MittelstĂ¤dt;de GER;DF_FW;Hertha_BSC;22;11000000;180;Bundesliga;26;1887;1;3;0;1.21;0
Jessic Ngankam;de GER;FW_MF;Hertha_BSC;19;30000;184;Bundesliga;4;85;0;1;0;1.21;0
Peter PekarĂ­k;sk SVK;DF;Hertha_BSC;32;800;177;Bundesliga;9;769;0;0;0;1.21;0
Krzysztof PiÄ…tek;pl POL;FW_MF;Hertha_BSC;24;21500000;183;Bundesliga;15;909;4;1;0;1.21;0
Marvin Plattenhardt;de GER;DF;Hertha_BSC;27;5000000;181;Bundesliga;17;1396;0;5;0;1.21;0
Daishawn Redan;nl NED;FW;Hertha_BSC;18;3000000;176;Bundesliga;1;21;0;0;0;1.21;0
Karim Rekik;nl NED;DF;Hertha_BSC;24;9000000;186;Bundesliga;14;1260;1;0;0;1.21;0
Lazar Samardzic;de GER;MF;Hertha_BSC;17;50000;184;Bundesliga;3;34;0;0;0;1.21;0
Davie Selke;de GER;FW;Hertha_BSC;24;8000000;194;Bundesliga;19;960;1;1;0;1.21;0
Dennis Smarsch;de GER;GK;Hertha_BSC;20;35000;195;Bundesliga;2;151;0;0;7;1.21;0
Niklas Stark;de GER;DF;Hertha_BSC;24;16000000;190;Bundesliga;21;1731;1;0;0;1.21;0
Jordan Torunarigha;de GER;DF;Hertha_BSC;21;6000000;191;Bundesliga;18;1462;1;1;0;1.21;0
Marius Wolf;de GER;FW_MF;Hertha_BSC;24;6000000;187;Bundesliga;21;1410;1;3;0;1.21;0
Sargis Adamyan;am ARM;FW_MF;Hoffenheim;26;4000000;184;Bundesliga;15;746;5;1;0;1.53;0
Kevin Akpoguma;ng NGA;DF;Hoffenheim;24;4000000;192;Bundesliga;18;1142;0;0;0;1.53;0
Oliver Baumann;de GER;GK;Hoffenheim;29;5000000;187;Bundesliga;30;2700;0;0;101;1.53;0
Christoph Baumgartner;at AUT;MF_FW;Hoffenheim;19;5000000;180;Bundesliga;26;1493;7;2;0;1.53;0
Ihlas Bebou;tg TOG;FW_MF;Hoffenheim;25;8000000;183;Bundesliga;32;2102;6;1;0;1.53;0
Maximilian Beier;de GER;FW;Hoffenheim;16;30000;183;Bundesliga;6;109;0;0;0;1.53;0
Ishak Belfodil;dz ALG;FW_MF;Hoffenheim;27;12000000;192;Bundesliga;5;269;0;0;0;1.53;0
Ermin BiÄŤakÄŤiÄ‡;ba BIH;DF;Hoffenheim;29;2400000;185;Bundesliga;21;1176;2;0;0;1.53;0
Leonardo Bittencourt;de GER;FW;Hoffenheim;25;4000000;171;Bundesliga;1;3;0;0;0;1.53;0
Melayro Bogarde;nl NED;DF;Hoffenheim;17;2000000;184;Bundesliga;2;51;0;0;0;1.53;0
Jacob Bruun Larsen;dk DEN;FW_MF;Hoffenheim;20;11000000;183;Bundesliga;11;391;0;1;0;1.53;0
Moanes Dabour;il ISR;FW;Hoffenheim;27;8000000;182;Bundesliga;14;766;4;0;0;1.53;0
Ilay Elmkies;il ISR;MF;Hoffenheim;19;52500;172;Bundesliga;1;1;0;0;0;1.53;0
Dennis Geiger;de GER;MF;Hoffenheim;21;11000000;173;Bundesliga;21;1136;0;3;0;1.53;0
Vincenzo Grifo;it ITA;MF;Hoffenheim;26;5000000;180;Bundesliga;1;15;0;0;0;1.53;0
Florian Grillitsch;at AUT;MF_DF;Hoffenheim;23;20000000;187;Bundesliga;31;2408;0;3;0;1.53;0
Benjamin HĂĽbner;de GER;DF;Hoffenheim;30;4000000;193;Bundesliga;25;2070;1;4;0;1.53;0
Pavel KadeĹ™Ăˇbek;cz CZE;DF_MF;Hoffenheim;27;10000000;182;Bundesliga;30;2474;2;7;0;1.53;0
Andrej KramariÄ‡;hr CRO;FW_MF;Hoffenheim;28;32000000;177;Bundesliga;19;1422;12;2;0;1.53;0
JĂĽrgen Locadia;nl NED;FW;Hoffenheim;25;8000000;185;Bundesliga;11;530;4;0;0;1.53;0
HĂĄvard Nordtveit;no NOR;DF;Hoffenheim;29;1600000;188;Bundesliga;11;701;0;1;0;1.53;0
Philipp Pentke;de GER;GK;Hoffenheim;34;30000;191;Bundesliga;4;360;0;0;16;1.53;0
Stefan Posch;at AUT;DF;Hoffenheim;22;11000000;188;Bundesliga;28;2308;0;0;0;1.53;0
Sebastian Rudy;de GER;MF;Hoffenheim;29;5000000;180;Bundesliga;32;2734;1;3;0;1.53;0
Lukas Rupp;de GER;MF_FW;Hoffenheim;28;2000000;178;Bundesliga;7;340;0;0;0;1.53;0
Diadie SamassĂ©kou;ml MLI;MF;Hoffenheim;23;14000000;177;Bundesliga;21;1310;0;1;0;1.53;0
Robert Skov;dk DEN;DF_FW;Hoffenheim;23;10000000;185;Bundesliga;31;2608;4;7;0;1.53;0
Kostas Stafylidis;gr GRE;DF;Hoffenheim;25;2000000;178;Bundesliga;7;398;1;0;0;1.53;0
Kevin Vogt;de GER;DF;Hoffenheim;27;8000000;194;Bundesliga;11;960;0;0;0;1.53;0
Steven Zuber;ch SUI;DF_FW;Hoffenheim;27;4000000;182;Bundesliga;14;749;2;0;0;1.53;0
Lucien Agoume;fr FRA;MF;Inter;17;3000000;185;Serie A;3;68;0;0;0;2.16;1
Kwadwo Asamoah;gh GHA;DF;Inter;30;6000000;173;Serie A;8;639;0;1;0;2.16;1
NicolĂ˛ Barella;it ITA;MF;Inter;22;36000000;172;Serie A;27;2013;1;4;0;2.16;1
Alessandro Bastoni;it ITA;DF;Inter;20;31000000;190;Serie A;25;1921;2;0;0;2.16;1
Cristiano Biraghi;it ITA;DF_MF;Inter;26;9000000;185;Serie A;26;1576;2;6;0;2.16;1
Marcelo Brozovic;hr CRO;MF;Inter;26;40000000;181;Serie A;32;2701;3;6;0;2.16;1
Antonio Candreva;it ITA;DF;Inter;32;5000000;180;Serie A;32;1993;5;7;0;2.16;1
Danilo D'Ambrosio;it ITA;DF;Inter;30;10000000;180;Serie A;22;1402;4;0;0;2.16;1
Federico Dimarco;it ITA;DF_MF;Inter;21;4000000;175;Serie A;3;27;0;0;0;2.16;1
Christian Eriksen;dk DEN;MF;Inter;27;68000000;182;Serie A;17;703;1;2;0;2.16;1
Sebastiano Esposito;it ITA;FW;Inter;17;9000000;186;Serie A;7;199;1;0;0;2.16;1
Roberto Gagliardini;it ITA;MF;Inter;25;12000000;188;Serie A;24;1797;4;2;0;2.16;1
Diego GodĂ­n;uy URU;DF;Inter;33;8000000;187;Serie A;23;1628;1;1;0;2.16;1
Samir HandanoviÄ‡;si SVN;GK;Inter;35;4000000;193;Serie A;35;3150;0;0;79;2.16;1
Valentino Lazaro;at AUT;DF_MF;Inter;23;15000000;180;Serie A;6;323;0;1;0;2.16;1
Romelu Lukaku;be BEL;FW;Inter;26;68000000;191;Serie A;36;2979;23;2;0;2.16;1
Lautaro MartĂ­nez;ar ARG;FW;Inter;21;64000000;174;Serie A;35;2452;14;3;0;2.16;1
Victor Moses;ng NGA;DF;Inter;28;6000000;177;Serie A;12;420;0;3;0;2.16;1
Daniele Padelli;it ITA;GK;Inter;33;65000;191;Serie A;3;270;0;0;3;2.16;1
Lorenzo Pirola;it ITA;DF;Inter;17;90000;185;Serie A;1;12;0;0;0;2.16;1
Matteo Politano;it ITA;FW;Inter;25;22000000;171;Serie A;11;259;0;0;0;2.16;1
Andrea Ranocchia;it ITA;DF;Inter;31;2000000;195;Serie A;7;526;0;0;0;2.16;1
Alexis SĂˇnchez;cl CHI;FW;Inter;30;16000000;168;Serie A;22;923;4;8;0;2.16;1
Stefano Sensi;it ITA;MF_FW;Inter;23;24000000;168;Serie A;12;723;3;2;0;2.16;1
Milan Skriniar;sk SVK;DF;Inter;24;50000000;188;Serie A;32;2627;0;0;0;2.16;1
Borja Valero;es ESP;MF;Inter;34;1000000;175;Serie A;19;931;2;0;0;2.16;1
MatĂ­as Vecino;uy URU;MF;Inter;27;18000000;187;Serie A;20;1282;2;2;0;2.16;1
